team1,team2,goals_1,penalties_1,direct_free_hits_1,warnings_1,blue_cards_1,fouls_1,goals_2,penalties_2,direct_free_hits_2,warnings_2,blue_cards_2,fouls_2,date,ref1,ref2,ref3,gr1_1_played,gr1_1_name,gr1_1_saves,pl1_1_played,pl1_1_name,pl1_1_goals,pl1_1_pens,pl1_1_dfh,pl2_1_played,pl2_1_name,pl2_1_goals,pl2_1_pens,pl2_1_dfh,pl3_1_played,pl3_1_name,pl3_1_goals,pl3_1_pens,pl3_1_dfh,pl4_1_played,pl4_1_name,pl4_1_goals,pl4_1_pens,pl4_1_dfh,pl5_1_played,pl5_1_name,pl5_1_goals,pl5_1_pens,pl5_1_dfh,pl6_1_played,pl6_1_name,pl6_1_goals,pl6_1_pens,pl6_1_dfh,pl7_1_played,pl7_1_name,pl7_1_goals,pl7_1_pens,pl7_1_dfh,pl8_1_played,pl8_1_name,pl8_1_goals,pl8_1_pens,pl8_1_dfh,gr2_1_played,gr2_1_name,gr2_1_saves,gr1_2_played,gr1_2_name,gr1_2_saves,pl1_2_played,pl1_2_name,pl1_2_goals,pl1_2_pens,pl1_2_dfh,pl2_2_played,pl2_2_name,pl2_2_goals,pl2_2_pens,pl2_2_dfh,pl3_2_played,pl3_2_name,pl3_2_goals,pl3_2_pens,pl3_2_dfh,pl4_2_played,pl4_2_name,pl4_2_goals,pl4_2_pens,pl4_2_dfh,pl5_2_played,pl5_2_name,pl5_2_goals,pl5_2_pens,pl5_2_dfh,pl6_2_played,pl6_2_name,pl6_2_goals,pl6_2_pens,pl6_2_dfh,pl7_2_played,pl7_2_name,pl7_2_goals,pl7_2_pens,pl7_2_dfh,pl8_2_played,pl8_2_name,pl8_2_goals,pl8_2_pens,pl8_2_dfh,gr2_2_played,gr2_2_name,gr2_2_saves
CD PAÇO ARCOS 1819,SL BENFICA 1819,4,0/0,0/1,0,1,6,6,0/0,1/1,0,1,6,2019-01-22 00:00:00,PAULO BAIÃO,JOSE NAVE,GISELA INFANTE,X,DIOGO RODRIGUES,0,X,TIAGO GOUVEIA,0,0/0,0/0,J,PAULO JESUS,0,0/0,0/0,,BRUNO FRADE,0,0/0,0/1,X,TOMÁS MOREIRA,1,0/0,0/0,,JOÃO MENDES,0,0/0,0/0,X,RAFAEL LOURENÇO,3,0/0,0/0,X,PEDRO VAZ,0,0/0,0/0,,DANIEL MACHIAL,0,0/0,0/0,,ANTÓNIO RIBEIRO,--,X,PEDRO HENRIQUES,1,J,VALTER NEVES,0,0/0,0/0,X,ALBERT VÁZQUEZ,0,0/0,0/0,X,DIOGO RAFAEL,1,0/0,0/0,X,CARLOS NICOLIA,0,0/0,0/0,,MIGUEL FORTUNATO,0,0/0,0/0,X,LUCAS ORDOÑEZ,5,0/0,1/1,J,MIGUEL ROCHA,0,0/0,0/0,,MIGUEL VIEIRA,0,0/0,0/0,,MARCO BARROS,0
AJ VIANA 1819,SC TOMAR/IPT 1819,5,2/2,1/3,6,1,12,3,0/0,1/2,3,2,16,2019-01-23 00:00:00,RUI TORRES,MANUEL FERNANDES,PAULO RAINHA,X,JORGE CORREIA ©,1,J,GUSTAVO LIMA,0,0/0,0/0,X,REMI HERMAN,0,0/0,0/0,X,FRANCISCO SILVA,3,2/2,0/2,J,ARNAU XAUS,0,0/0,0/0,X,GONÇALO SUISSAS,0,0/0,0/0,J,NUNO SANTOS,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,J,LUÍS VIANA,2,0/0,1/1,,BRUNO GUIA,0,,CARLOS SILVA,0,X,JOÃO SARDO,1,0/0,1/2,J,IVO SILVA,0,0/0,0/0,,MANUEL NEVES,0,0/0,0/0,X,GUILHERME SILVA,1,0/0,0/0,X,JOÃO CANDEIAS,1,0/0,0/0,J,HERNANI DINIZ,0,0/0,0/0,J,PEDRO MARTINS,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/0,0/0,X,DIOGO ALVES,2
AD OEIRAS 1819,UD OLIVEIRENSE/SIMOLDES 1819,0,0/0,0/0,1,0,7,1,1/1,0/0,0,0,6,2019-01-23 00:00:00,JOAQUIM PINTO,SILVIA COELHO,PEDRO SILVA,X,ANTÓNIO SILVA,0,X,MATHIAS ARNAEZ,0,0/0,0/0,,MIGUEL CATARINO,0,0/0,0/0,X,GONÇALO CONCEIÇÃO,0,0/0,0/0,,JOÃO ALVES,0,0/0,0/0,X,TOMAS MENA,0,0/0,0/0,,DIOGO NEVES,0,0/0,0/0,X,TIAGO NOGUEIRA,0,0/0,0/0,,BERNARDO SILVA,0,0/0,0/0,,DIOGO ALVES,0,X,XAVIER MAYORDOMO ©,0,X,PEDRO MOREIRA,0,0/0,0/0,,MARC SAYO,1,1/1,0/0,X,JORDI BARGALLÓ,0,0/0,0/0,X,JORGE SILVA,0,0/0,0/0,X,DOMINGOS PINHO,0,0/0,0/0,,PABLO CANCELA,0,0/0,0/0,,EMANUEL GARCIA,0,0/0,0/0,,DIOGO ALMEIDA,0,0/0,0/0,,ANTÓNIO VALENTE,--
HC TURQUEL 1819,FC PORTO/FIDELIDADE 1819,1,0/1,1/1,0,1,10,7,0/0,1/2,0,1,12,2019-01-23 00:00:00,PAULO ALMEIDA,JULIO TEIXEIRA,VITOR ROXO,J,SAMUEL SANTOS,0,J,DANIEL MATIAS,0,0/0,0/0,X,ANDRÉ MOREIRA,0,0/1,0/0,J,VASCO LUIS,0,0/0,0/0,X,LUIS SILVA,1,0/0,1/1,X,ANDRÉ PIMENTA,0,0/0,0/0,X,JOÃO SOUTO,0,0/0,0/0,J,TIAGO MATEUS,0,0/0,0/0,J,JOSÉ COSTA,0,0/0,0/0,X,DIOGO ALMEIDA,0,X,CARLES GRAU,0,X,TELMO PINTO,0,0/0,0/0,X,GIULIO COCCO,1,0/0,0/1,J,JOSE RAFAEL COSTA,1,0/0,0/0,J,HUGO SANTOS,0,0/0,0/0,J,DANIEL OLIVEIRA,1,0/0,0/0,J,REINALDO GARCIA,1,0/0,0/0,X,GONÇALO ALVES,0,0/0,0/0,X,HELDER NUNES,3,0/0,1/1,,NELSON FILIPE MAGALHAES,0
OC BARCELOS SAD 1819,SPORTING CP 1819,2,0/0,1/2,0,1,5,2,0/0,0/1,0,2,7,2019-01-24 00:00:00,FLORINDO CARDOSO,CARLOS CORREIA,PAULO RAINHA,X,RICARDO SILVA ©,0,X,JOSÉ PEDRO PEREIRA,0,0/0,0/0,X,JOÃO ALMEIDA,1,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/1,X,HUGO COSTA,0,0/0,0/0,J,PEREIRA GONÇALO,0,0/0,0/0,X,RÚBEN SOUSA,1,0/0,1/1,,ANDRÉ ALMEIDA,0,0/0,0/0,,ANTÓNIO GOMES,--,--,0,,MÁRIO FARIA,--,X,ÂNGELO GIRÃO,0,J,FERRAN FONT,1,0/0,0/1,J,RICARDO OLIVEIRA,0,0/0,0/0,X,PEDRO GIL,1,0/0,0/0,J,JOÃO PINTO,0,0/0,0/0,X,MATIAS PLATERO,0,0/0,0/0,J,RAUL MARÍN,0,0/0,0/0,X,TONI PEREZ,0,0/0,0/0,X,HENRIQUE MAGALHÃES,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0
RIBA D AVE HC 1819,OC BARCELOS SAD 1819,5,0/1,0/2,2,3,16,5,1/2,2/5,1,1,19,2019-01-26 00:00:00,RICARDO LEAO,MIGUEL GUILHERME,PAULO RAINHA,X,DIOGO FERNANDES,1,,GUILHERME FERREIRA,0,0/0,0/0,J,TOMÁS PEREIRA,1,0/1,0/0,J,DIOGO CARDOSO,0,0/0,0/0,X,DIOGO SEIXAS,1,0/0,0/0,X,NUNO PEREIRA,1,0/0,0/0,X,HUGO FERNANDO GUIMARÃES AZEVEDO,2,0/0,0/2,J,DANIEL PINHEIRO,0,0/0,0/0,X,BRUNO PINTO,0,0/0,0/0,,PEDRO FREITAS,0,X,RICARDO SILVA ©,1,X,JOSÉ PEDRO PEREIRA,0,0/0,0/0,X,JOÃO ALMEIDA,0,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,J,HUGO COSTA,1,0/0,0/0,J,PEREIRA GONÇALO,0,0/0,0/0,X,GONÇALO NUNES,0,0/1,0/0,J,RÚBEN SOUSA,3,1/1,2/3,X,ALVARO MORAIS,1,0/0,0/2,,ANDRÉ ALMEIDA,0
AD VALONGO 1819,SC MARINHENSE 1819,5,1/1,0/2,1,0,16,2,0/1,0/2,1,0,15,2019-01-26 00:00:00,PORFIRIO FERNANDES,JOSE PINTO,CARLOS TADEIA,X,NUNO ARAÚJO ©,0,X,RAFAEL MOREIRA,0,0/0,0/0,J,DIOGO FERNANDES,2,0/0,0/0,X,JOÃO PEDRO,0,0/0,0/1,J,LEONARDO PAIS,0,0/0,0/0,J,RUI MENDES,0,0/0,0/0,X,LUÍS MELO,0,0/0,0/0,J,PEDRO MENDES,1,0/0,0/0,X,RÚBEN PEREIRA,0,0/0,0/0,J,GONÇALO PINTO,0,X,GONÇALO DOMINGUES,0,J,JOÃO LOMBA,2,0/1,0/0,X,GONÇALO LOUZADA,0,0/0,0/0,J,DÁRIO SANTO,0,0/0,0/0,J,NICOLÁS CARMONA,0,0/0,0/0,X,MARCO GASPAR,0,0/0,0/0,X,FILIPE ALMEIDA,0,0/0,0/0,J,MÁRCIO ORNELAS,0,0/0,0/0,X,DAVID COSTA,0,0/0,0/0,,FILIPE VAZ,0
HC TURQUEL 1819,HC BRAGA SAD 1819,8,0/0,3/6,1,0,13,5,1/2,0/1,4,6,19,2019-01-26 00:00:00,JOAQUIM SEQUEIRA,JAIME VIEIRA,HELENA FRESCO,,SAMUEL SANTOS,0,J,DANIEL MATIAS,1,0/0,0/0,X,ANDRÉ MOREIRA,1,0/0,0/0,J,PEDRO BATISTA,0,0/0,0/1,J,VASCO LUIS,2,0/0,1/2,X,LUIS SILVA,1,0/0,1/1,X,ANDRÉ PIMENTA,1,0/0,0/0,X,JOÃO SOUTO,2,0/0,1/2,,TIAGO MATEUS,0,0/0,0/0,X,DIOGO ALMEIDA,2,X,CONSTANTINO ACEVEDO,1,J,JUAN GARCIA,0,0/0,0/0,J,ANTONIO TRABULO,0,0/0,0/0,X,ÂNGELO FERNANDES,3,1/2,0/0,X,CARLOS LOUREIRO,0,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,AFONSO LIMA,0,0/0,0/0,X,PEDRO DELGADO,1,0/0,0/0,J,TOMAS CASTANHEIRA,1,0/0,0/1,J,GABRIEL COSTA,0
AD OEIRAS 1819,FC PORTO/FIDELIDADE 1819,4,1/1,0/1,3,0,19,5,1/1,0/2,2,0,14,2019-01-26 00:00:00,ANTONIO SANTOS,MANUEL OLIVEIRA,GISELA INFANTE,X,ANTÓNIO SILVA,1,X,MATHIAS ARNAEZ,0,0/0,0/0,X,MIGUEL CATARINO,0,0/0,0/0,X,GONÇALO CONCEIÇÃO,0,0/0,0/0,J,FRANCO FERRUCCIO,2,0/0,0/1,X,TOMAS MENA,0,0/0,0/0,J,TIAGO NOGUEIRA,0,0/0,0/0,J,DIOGO ALVES,0,0/0,0/0,J,JOÃO ALVES,2,1/1,0/0,,BERNARDO SILVA,0,,CARLES GRAU,0,X,TELMO PINTO,0,0/0,0/0,J,GIULIO COCCO,1,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,,HUGO SANTOS,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,J,REINALDO GARCIA,0,0/0,0/0,X,GONÇALO ALVES,4,1/1,0/2,X,HELDER NUNES,0,0/0,0/0,X,NELSON FILIPE MAGALHAES,1
AJ VIANA 1819,UD OLIVEIRENSE/SIMOLDES 1819,2,0/1,0/0,1,0,4,3,1/1,0/0,0,0,7,2019-01-26 00:00:00,PAULO ALMEIDA,JULIO TEIXEIRA,MIGUEL TORRES,X,JORGE CORREIA ©,0,X,GUSTAVO LIMA,2,0/0,0/0,J,REMI HERMAN,0,0/0,0/0,X,FRANCISCO SILVA,0,0/1,0/0,X,ANTÓNIO SILVA,0,0/0,0/0,J,GONÇALO SUISSAS,0,0/0,0/0,J,NUNO SANTOS,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,J,LUÍS VIANA,0,0/0,0/0,,BRUNO GUIA,0,,DOMINGOS PINHO,0,X,XAVIER MAYORDOMO,0,0/0,0/0,J,PEDRO MOREIRA,0,0/0,0/0,X,MARC SAYO,1,0/0,0/0,X,JORDI BARGALLÓ,1,1/1,0/0,X,JORGE SILVA,1,0/0,0/0,,PABLO CANCELA,0,0/0,0/0,J,RICARDO BARREIROS,0,0/0,0/0,J,EMANUEL GARCIA,0,0/0,0/0,X,XAVIER PUIGBI,0
CD PAÇO ARCOS 1819,SC TOMAR/IPT 1819,4,0/0,1/2,1,1,10,2,0/1,0/2,2,2,14,2019-01-26 00:00:00,ORLANDO PANZA,MANUEL FERNANDES,RUI NAVE,X,DIOGO RODRIGUES,2,X,TIAGO GOUVEIA,0,0/0,0/0,J,PAULO JESUS,0,0/0,0/0,,JOSÉ TIAGO,0,0/0,0/0,,BRUNO FRADE,0,0/0,0/0,X,TOMÁS MOREIRA,1,0/0,1/2,,RODRIGO AFONSO,0,0/0,0/0,X,RAFAEL LOURENÇO,2,0/0,0/0,X,PEDRO VAZ,1,0/0,0/0,,DANIEL MACHIAL,0,,CARLOS SILVA,0,X,JOÃO SARDO,0,0/0,0/1,J,IVO SILVA,0,0/0,0/0,,MANUEL NEVES,0,0/0,0/0,X,GUILHERME SILVA,0,0/0,0/0,X,JOÃO CANDEIAS,1,0/1,0/0,,HERNANI DINIZ,0,0/0,0/1,J,PEDRO MARTINS,0,0/0,0/0,X,ALEXANDRE MARQUES,1,0/0,0/0,X,DIOGO ALVES,0
